Timestamp,TemperatureC,PressureBar,FlowRateLMin,TankLevelPercent
2026-06-09T08:01:24,70.25,4.66,101.15,64.96
2026-06-09T08:01:25,70.36,4.69,100.34,64.94
2026-06-09T08:01:26,70.39,4.69,99.9,64.91
2026-06-09T08:01:27,70.56,4.69,97.49,64.9
2026-06-09T08:01:28,70.63,4.73,97.0,64.89
2026-06-09T08:01:29,70.49,4.7,99.09,64.88
2026-06-09T08:01:30,70.4,4.66,99.76,64.84
2026-06-09T08:01:31,70.22,4.67,98.19,64.81
2026-06-09T08:01:32,70.32,4.71,98.58,64.82
2026-06-09T08:01:33,70.37,4.72,95.73,64.78
2026-06-09T08:01:34,70.38,4.72,97.94,64.76
2026-06-09T08:01:35,70.48,4.7,95.67,64.78
2026-06-09T08:01:36,70.41,4.68,96.41,64.78
2026-06-09T08:01:37,70.42,4.66,97.32,64.75
2026-06-09T08:01:38,70.47,4.67,95.22,64.77
2026-06-09T08:01:39,70.57,4.68,93.59,64.79
2026-06-09T08:01:40,70.68,4.72,91.96,64.75
2026-06-09T08:01:41,70.57,4.72,89.12,64.73
2026-06-09T08:01:42,70.64,4.73,89.67,64.71
2026-06-09T08:01:43,70.71,4.78,88.27,64.71
2026-06-09T08:01:44,70.6,4.79,88.74,64.67
2026-06-09T08:01:45,70.66,4.84,90.1,64.66
2026-06-09T08:01:46,70.85,4.79,92.73,64.66
2026-06-09T08:01:47,70.67,4.74,90.44,64.63
2026-06-09T08:01:48,70.75,4.7,88.86,64.65
2026-06-09T08:01:49,70.68,4.66,89.31,64.62
2026-06-09T08:01:50,70.88,4.68,89.36,64.6
2026-06-09T08:01:51,70.73,4.65,88.07,64.6
2026-06-09T08:01:52,70.83,4.61,87.74,64.58
2026-06-09T08:01:53,70.66,4.6,89.91,64.55
2026-06-09T08:01:54,70.82,4.6,91.83,64.57
2026-06-09T08:01:55,70.93,4.62,92.7,64.58
2026-06-09T08:01:56,71.04,4.59,93.59,64.59
2026-06-09T08:01:57,70.89,4.59,93.58,64.63
2026-06-09T08:01:58,71.01,4.61,91.6,64.59
2026-06-09T08:01:59,70.94,4.63,92.27,64.6
2026-06-09T08:02:00,71.05,4.58,90.61,64.62
2026-06-09T08:02:01,70.94,4.58,90.32,64.61
2026-06-09T08:02:02,71.03,4.59,92.23,64.58
2026-06-09T08:02:03,70.93,4.64,94.84,64.61
2026-06-09T08:02:04,71.12,4.62,96.56,64.57
2026-06-09T08:02:05,71.0,4.59,98.49,64.54
2026-06-09T08:02:06,70.8,4.55,99.41,64.54
2026-06-09T08:02:07,70.64,4.54,98.75,64.53
2026-06-09T08:02:08,70.62,4.58,101.15,64.51
2026-06-09T08:02:09,70.81,4.58,102.18,64.47
2026-06-09T08:02:10,70.99,4.53,103.68,64.46
2026-06-09T08:02:11,70.83,4.53,105.79,64.51
2026-06-09T08:02:12,70.84,4.49,105.18,64.49
2026-06-09T08:02:13,70.82,4.44,106.64,64.5
2026-06-09T08:02:14,70.67,4.39,107.89,64.46
2026-06-09T08:02:15,70.63,4.35,109.45,64.46
2026-06-09T08:02:16,70.49,4.32,109.05,64.45
2026-06-09T08:02:17,70.66,4.34,106.65,64.42
2026-06-09T08:02:18,70.52,4.32,108.56,64.47
2026-06-09T08:02:19,70.71,4.3,110.16,64.47
2026-06-09T08:02:20,70.75,4.31,108.47,64.44
2026-06-09T08:02:21,70.79,4.33,111.19,64.43
2026-06-09T08:02:22,70.74,4.32,113.38,64.47
2026-06-09T08:02:23,70.55,4.32,114.65,64.48
2026-06-09T08:02:24,70.62,4.32,116.18,64.48
2026-06-09T08:02:25,70.77,4.3,114.86,64.47
2026-06-09T08:02:26,70.85,4.34,111.88,64.46
2026-06-09T08:02:27,70.92,4.3,113.76,64.49
2026-06-09T08:02:28,71.03,4.28,112.05,64.52
2026-06-09T08:02:29,71.15,4.27,110.81,64.48
2026-06-09T08:02:30,71.3,4.26,107.97,64.47
2026-06-09T08:02:31,71.21,4.25,110.9,64.44
2026-06-09T08:02:32,71.35,4.23,108.79,64.42
2026-06-09T08:02:33,71.24,4.28,108.11,64.41
2026-06-09T08:02:34,71.32,4.32,109.65,64.37
2026-06-09T08:02:35,71.36,4.36,109.77,64.37
2026-06-09T08:02:36,71.37,4.35,110.1,64.42
2026-06-09T08:02:37,71.33,4.3,109.87,64.37
2026-06-09T08:02:38,71.16,4.34,107.88,64.34
2026-06-09T08:02:39,71.29,4.37,110.65,64.32
2026-06-09T08:02:40,71.19,4.34,112.46,64.32
2026-06-09T08:02:41,71.31,4.37,114.81,64.3
2026-06-09T08:02:42,71.21,4.38,113.96,64.32
2026-06-09T08:02:43,71.39,4.4,116.68,64.33
2026-06-09T08:02:44,71.27,4.43,115.56,64.29
2026-06-09T08:02:45,71.17,4.45,115.47,64.29
2026-06-09T08:02:46,71.14,4.41,114.14,64.31
2026-06-09T08:02:47,71.04,4.4,113.14,64.27
2026-06-09T08:02:48,71.06,4.36,115.95,64.28
2026-06-09T08:02:49,70.93,4.31,117.17,64.27
2026-06-09T08:02:50,70.81,4.31,116.37,64.23
2026-06-09T08:02:51,70.78,4.33,118.46,64.27
2026-06-09T08:02:52,70.82,4.37,116.76,64.31
2026-06-09T08:02:53,70.97,4.4,114.56,64.34
2026-06-09T08:02:54,71.06,4.44,114.53,64.37
2026-06-09T08:02:55,70.91,4.39,113.5,64.42
2026-06-09T08:02:56,70.75,4.41,111.43,64.37
2026-06-09T08:02:57,70.65,4.46,112.7,64.39
2026-06-09T08:02:58,70.69,4.49,113.03,64.38
2026-06-09T08:02:59,70.87,4.45,113.84,64.4
2026-06-09T08:03:00,71.07,4.45,116.36,64.36
2026-06-09T08:03:01,71.27,4.43,117.47,64.34
2026-06-09T08:03:02,71.15,4.4,115.38,64.3
2026-06-09T08:03:03,71.05,4.38,113.46,64.25
2026-06-09T08:03:04,70.9,4.39,113.57,64.23
2026-06-09T08:03:05,70.94,4.35,114.12,64.28
2026-06-09T08:03:06,70.96,4.36,117.1,64.26
2026-06-09T08:03:07,70.9,4.4,114.46,64.31
2026-06-09T08:03:08,70.79,4.39,111.53,64.27
2026-06-09T08:03:09,70.75,4.38,112.52,64.23
2026-06-09T08:03:10,70.73,4.35,115.21,64.26
2026-06-09T08:03:11,70.76,4.38,113.37,64.22
2026-06-09T08:03:12,70.85,4.35,116.21,64.2
2026-06-09T08:03:13,70.93,4.32,117.61,64.19
2026-06-09T08:03:14,70.98,4.35,115.42,64.18
2026-06-09T08:03:15,70.78,4.4,117.93,64.2
2026-06-09T08:03:16,70.8,4.39,117.13,64.17
2026-06-09T08:03:17,70.65,4.35,116.78,64.2
2026-06-09T08:03:18,70.72,4.33,119.34,64.23
2026-06-09T08:03:19,70.7,4.34,117.56,64.2
2026-06-09T08:03:20,70.69,4.36,115.66,64.21
2026-06-09T08:03:21,70.78,4.37,114.6,64.22
2026-06-09T08:03:22,70.67,4.39,117.0,64.21
2026-06-09T08:03:23,70.66,4.36,117.45,64.18
2026-06-09T08:03:24,70.79,4.35,118.35,64.17
2026-06-09T08:03:25,70.75,4.36,116.01,64.15
2026-06-09T08:03:26,70.82,4.4,116.87,64.14
2026-06-09T08:03:27,70.84,4.42,115.94,64.1
2026-06-09T08:03:28,71.0,4.44,113.89,64.07
2026-06-09T08:03:29,70.95,4.41,112.81,64.08
2026-06-09T08:03:30,71.07,4.38,113.54,64.06
2026-06-09T08:03:31,71.04,4.4,111.63,64.02
2026-06-09T08:03:32,71.15,4.38,111.85,63.98
2026-06-09T08:03:33,71.16,4.39,113.57,63.97
2026-06-09T08:03:34,71.29,4.4,111.69,63.95
2026-06-09T08:03:35,71.34,4.37,114.02,63.91
2026-06-09T08:03:36,71.22,4.35,116.39,63.89
2026-06-09T08:03:37,71.37,4.34,113.6,63.86
2026-06-09T08:03:38,71.2,4.35,110.97,63.89
2026-06-09T08:03:39,71.16,4.38,113.61,63.91
2026-06-09T08:03:40,71.14,4.42,110.69,63.94
2026-06-09T08:03:41,70.95,4.43,108.85,63.9
2026-06-09T08:03:42,70.85,4.47,110.46,63.95
2026-06-09T08:03:43,70.8,4.46,109.16,63.95
2026-06-09T08:03:44,70.75,4.45,107.19,63.96
2026-06-09T08:03:45,70.92,4.43,109.74,63.99
2026-06-09T08:03:46,71.08,4.45,108.57,63.97
2026-06-09T08:03:47,71.04,4.47,105.89,63.92
2026-06-09T08:03:48,70.91,4.42,107.02,63.94
2026-06-09T08:03:49,70.91,4.39,109.38,63.91
2026-06-09T08:03:50,70.79,4.37,107.89,63.86
2026-06-09T08:03:51,70.78,4.41,104.95,63.88
2026-06-09T08:03:52,70.94,4.37,107.75,63.89
2026-06-09T08:03:53,70.79,4.34,108.73,63.9
2026-06-09T08:03:54,70.61,4.33,110.72,63.93
2026-06-09T08:03:55,70.61,4.37,111.67,63.9
2026-06-09T08:03:56,70.55,4.41,111.72,63.88
2026-06-09T08:03:57,70.35,4.42,109.67,63.88
2026-06-09T08:03:58,70.35,4.42,108.28,63.86
2026-06-09T08:03:59,70.24,4.46,106.93,63.85
2026-06-09T08:04:00,70.42,4.47,106.16,63.82
2026-06-09T08:04:01,70.51,4.47,106.05,63.83
2026-06-09T08:04:02,70.33,4.42,108.15,63.85
2026-06-09T08:04:03,70.53,4.37,107.3,63.8
2026-06-09T08:04:04,70.47,4.42,106.06,63.83
2026-06-09T08:04:05,70.61,4.43,103.62,63.8
2026-06-09T08:04:06,70.55,4.47,104.38,63.75
2026-06-09T08:04:07,70.65,4.46,106.28,63.75
2026-06-09T08:04:08,70.61,4.46,104.43,63.73
2026-06-09T08:04:09,70.57,4.51,107.42,63.78
2026-06-09T08:04:10,70.62,4.47,105.2,63.79
2026-06-09T08:04:11,70.52,4.43,103.85,63.75
2026-06-09T08:04:12,70.64,4.4,102.64,63.72
2026-06-09T08:04:13,70.54,4.35,101.72,63.69
2026-06-09T08:04:14,70.61,4.39,103.87,63.71
2026-06-09T08:04:15,70.49,4.43,103.43,63.73
2026-06-09T08:04:16,70.42,4.45,104.17,63.72
2026-06-09T08:04:17,70.23,4.47,106.81,63.73
2026-06-09T08:04:18,70.26,4.52,107.11,63.68
2026-06-09T08:04:19,70.23,4.49,104.46,63.66
2026-06-09T08:04:20,70.05,4.47,102.15,63.69
2026-06-09T08:04:21,70.01,4.42,104.02,63.71
2026-06-09T08:04:22,69.89,4.45,101.6,63.69
2026-06-09T08:04:23,69.92,4.48,102.64,63.67
2026-06-09T08:04:24,69.84,4.44,101.44,63.64
2026-06-09T08:04:25,69.73,4.46,101.73,63.68
2026-06-09T08:04:26,69.68,4.5,102.32,63.7
2026-06-09T08:04:27,69.49,4.47,104.5,63.73
2026-06-09T08:04:28,69.51,4.46,102.08,63.68
2026-06-09T08:04:29,69.31,4.49,101.63,63.64
2026-06-09T08:04:30,69.39,4.52,103.49,63.65
2026-06-09T08:04:31,69.24,4.55,105.39,63.62
2026-06-09T08:04:32,69.32,4.55,104.23,63.67
2026-06-09T08:04:33,69.33,4.58,103.3,63.68
2026-06-09T08:04:34,69.27,4.61,105.04,63.66
2026-06-09T08:04:35,69.44,4.58,105.11,63.68
2026-06-09T08:04:36,69.58,4.55,104.0,63.68
2026-06-09T08:04:37,69.7,4.57,104.25,63.73
2026-06-09T08:04:38,69.51,4.62,106.3,63.76
2026-06-09T08:04:39,69.47,4.61,105.47,63.73
2026-06-09T08:04:40,69.32,4.6,108.4,63.75
2026-06-09T08:04:41,69.51,4.62,109.39,63.71
2026-06-09T08:04:42,69.47,4.58,111.95,63.72
2026-06-09T08:04:43,69.32,4.59,112.0,63.72
2026-06-09T08:04:44,69.19,4.59,111.02,63.76
2026-06-09T08:04:45,69.25,4.58,112.39,63.77
2026-06-09T08:04:46,69.13,4.62,114.9,63.75
2026-06-09T08:04:47,69.11,4.59,115.27,63.78
2026-06-09T08:04:48,69.24,4.63,114.7,63.8
2026-06-09T08:04:49,69.17,4.63,114.56,63.82
2026-06-09T08:04:50,69.04,4.58,117.45,63.78
2026-06-09T08:04:51,69.01,4.54,120.14,63.77
2026-06-09T08:04:52,69.05,4.55,118.98,63.81
2026-06-09T08:04:53,69.1,4.51,119.53,63.78
2026-06-09T08:04:54,69.3,4.56,119.15,63.77
2026-06-09T08:04:55,69.21,4.59,118.81,63.81
2026-06-09T08:04:56,69.12,4.56,117.61,63.83
2026-06-09T08:04:57,68.93,4.51,115.92,63.83
2026-06-09T08:04:58,68.92,4.51,118.42,63.82
2026-06-09T08:04:59,68.73,4.5,116.09,63.82
2026-06-09T08:05:00,68.59,4.47,113.94,63.81
2026-06-09T08:05:01,68.42,4.5,111.16,63.85
2026-06-09T08:05:02,68.61,4.53,113.71,63.86
2026-06-09T08:05:03,68.73,4.51,115.41,63.83
2026-06-09T08:05:04,68.89,4.47,118.17,63.79
2026-06-09T08:05:05,68.7,4.5,116.22,63.81
2026-06-09T08:05:06,68.52,4.48,116.58,63.85
2026-06-09T08:05:07,68.42,4.47,118.92,63.82
2026-06-09T08:05:08,68.42,4.43,118.04,63.84
2026-06-09T08:05:09,68.53,4.4,119.55,63.89
2026-06-09T08:05:10,68.45,4.44,120.82,63.87
2026-06-09T08:05:11,68.61,4.46,119.84,63.92
2026-06-09T08:05:12,68.68,4.43,120.22,63.95
2026-06-09T08:05:13,68.73,4.44,121.87,63.99
2026-06-09T08:05:14,68.87,4.43,121.83,63.97
2026-06-09T08:05:15,68.9,4.4,122.63,63.98
2026-06-09T08:05:16,68.86,4.41,122.96,63.98
2026-06-09T08:05:17,68.92,4.38,125.08,63.94
2026-06-09T08:05:18,68.83,4.37,126.28,63.9
2026-06-09T08:05:19,68.67,4.39,126.61,63.86
2026-06-09T08:05:20,68.68,4.41,126.08,63.85
2026-06-09T08:05:21,68.56,4.44,129.07,63.82
2026-06-09T08:05:22,68.4,4.45,127.74,63.83
2026-06-09T08:05:23,68.38,4.43,130.15,63.8
2026-06-09T08:05:24,68.32,4.39,127.36,63.76
2026-06-09T08:05:25,68.14,4.38,127.21,63.77
2026-06-09T08:05:26,68.24,4.36,125.12,63.79
2026-06-09T08:05:27,68.05,4.4,127.83,63.84
2026-06-09T08:05:28,68.17,4.44,127.06,63.81
2026-06-09T08:05:29,67.98,4.47,128.09,63.81
2026-06-09T08:05:30,67.97,4.45,128.69,63.82
2026-06-09T08:05:31,68.15,4.46,129.45,63.77
2026-06-09T08:05:32,68.19,4.47,129.14,63.78
2026-06-09T08:05:33,68.3,4.45,130.38,63.83
2026-06-09T08:05:34,68.18,4.42,129.33,63.8
2026-06-09T08:05:35,68.07,4.4,126.42,63.75
2026-06-09T08:05:36,68.07,4.41,126.35,63.77
2026-06-09T08:05:37,68.25,4.38,124.4,63.74
2026-06-09T08:05:38,68.37,4.35,122.41,63.76
2026-06-09T08:05:39,68.18,4.32,121.3,63.77
2026-06-09T08:05:40,68.26,4.3,123.99,63.72
2026-06-09T08:05:41,68.17,4.26,123.65,63.69
2026-06-09T08:05:42,68.03,4.25,122.72,63.72
2026-06-09T08:05:43,67.84,4.3,123.4,63.75
2026-06-09T08:05:44,67.84,4.3,121.63,63.71
2026-06-09T08:05:45,67.93,4.34,122.52,63.67
2026-06-09T08:05:46,67.98,4.32,124.19,63.68
2026-06-09T08:05:47,67.88,4.3,124.06,63.69
2026-06-09T08:05:48,67.73,4.29,126.04,63.65
2026-06-09T08:05:49,67.57,4.32,124.62,63.62
2026-06-09T08:05:50,67.61,4.35,122.34,63.59
2026-06-09T08:05:51,67.71,4.39,123.53,63.61
2026-06-09T08:05:52,67.71,4.43,124.85,63.62
2026-06-09T08:05:53,67.82,4.45,126.57,63.61
2026-06-09T08:05:54,67.98,4.49,127.48,63.66
2026-06-09T08:05:55,67.88,4.51,128.95,63.7
2026-06-09T08:05:56,67.68,4.52,128.58,63.73
2026-06-09T08:05:57,67.71,4.53,126.96,63.74
2026-06-09T08:05:58,67.57,4.52,125.28,63.78
2026-06-09T08:05:59,67.53,4.47,125.02,63.82
2026-06-09T08:06:00,67.49,4.48,122.62,63.86
2026-06-09T08:06:01,67.4,4.51,120.75,63.88
2026-06-09T08:06:02,67.4,4.48,118.48,63.87
2026-06-09T08:06:03,67.53,4.53,116.1,63.9
2026-06-09T08:06:04,67.63,4.52,114.47,63.85
2026-06-09T08:06:05,67.76,4.54,116.72,63.84
2026-06-09T08:06:06,67.87,4.57,116.57,63.81
2026-06-09T08:06:07,67.84,4.56,113.71,63.81
2026-06-09T08:06:08,67.77,4.58,115.76,63.78
2026-06-09T08:06:09,67.73,4.57,113.83,63.81
2026-06-09T08:06:10,67.77,4.58,112.41,63.83
2026-06-09T08:06:11,67.58,4.59,111.16,63.87
2026-06-09T08:06:12,67.57,4.57,113.42,63.89
2026-06-09T08:06:13,67.61,4.57,115.64,63.84
2026-06-09T08:06:14,67.46,4.61,115.14,63.88
2026-06-09T08:06:15,67.47,4.61,117.31,63.89
2026-06-09T08:06:16,67.51,4.63,119.15,63.91
2026-06-09T08:06:17,67.47,4.65,121.6,63.94
2026-06-09T08:06:18,67.52,4.63,122.44,63.94
2026-06-09T08:06:19,67.45,4.59,124.49,63.92
2026-06-09T08:06:20,67.5,4.59,123.27,63.97
2026-06-09T08:06:21,67.33,4.61,121.0,63.93
2026-06-09T08:06:22,67.14,4.6,121.01,63.94
2026-06-09T08:06:23,67.26,4.59,118.65,63.96
2026-06-09T08:06:24,67.46,4.61,117.64,63.99
2026-06-09T08:06:25,67.44,4.59,115.96,63.96
2026-06-09T08:06:26,67.43,4.62,118.93,63.96
2026-06-09T08:06:27,67.31,4.64,117.27,63.97
2026-06-09T08:06:28,67.35,4.67,120.23,64.0
2026-06-09T08:06:29,67.2,4.7,119.22,64.03
2026-06-09T08:06:30,67.26,4.74,121.1,64.05
2026-06-09T08:06:31,67.18,4.7,119.2,64.04
2026-06-09T08:06:32,67.2,4.67,122.14,64.09
2026-06-09T08:06:33,67.32,4.68,120.39,64.12
2026-06-09T08:06:34,67.24,4.64,119.55,64.14
2026-06-09T08:06:35,67.39,4.59,117.32,64.14
2026-06-09T08:06:36,67.35,4.59,115.9,64.13
2026-06-09T08:06:37,67.34,4.63,114.41,64.14
2026-06-09T08:06:38,67.38,4.6,112.05,64.13
2026-06-09T08:06:39,67.42,4.62,112.58,64.12
2026-06-09T08:06:40,67.25,4.65,114.68,64.12
2026-06-09T08:06:41,67.45,4.7,112.44,64.1
2026-06-09T08:06:42,67.37,4.68,115.21,64.14
2026-06-09T08:06:43,67.27,4.65,116.9,64.11
2026-06-09T08:06:44,67.43,4.67,114.86,64.13
2026-06-09T08:06:45,67.4,4.71,114.82,64.15
2026-06-09T08:06:46,67.5,4.68,115.32,64.12
2026-06-09T08:06:47,67.33,4.68,115.05,64.07
2026-06-09T08:06:48,67.41,4.71,114.01,64.07
2026-06-09T08:06:49,67.4,4.76,111.5,64.02
2026-06-09T08:06:50,67.5,4.8,109.24,64.0
2026-06-09T08:06:51,67.65,4.78,111.58,63.99
2026-06-09T08:06:52,67.81,4.8,110.25,63.97
2026-06-09T08:06:53,67.98,4.76,110.92,63.94
2026-06-09T08:06:54,68.15,4.79,112.6,63.96
2026-06-09T08:06:55,68.31,4.78,109.86,63.95
2026-06-09T08:06:56,68.13,4.82,110.55,63.92
2026-06-09T08:06:57,68.11,4.83,108.84,63.93
2026-06-09T08:06:58,68.25,4.8,106.21,63.94
2026-06-09T08:06:59,68.34,4.84,105.69,63.97
2026-06-09T08:07:00,68.42,4.88,105.15,63.97
2026-06-09T08:07:01,68.57,4.9,103.46,63.93
2026-06-09T08:07:02,68.55,4.9,103.8,63.97
2026-06-09T08:07:03,68.4,4.93,101.46,63.95
2026-06-09T08:07:04,68.25,4.92,100.86,63.94
2026-06-09T08:07:05,68.32,4.89,103.7,63.91
2026-06-09T08:07:06,68.16,4.86,102.99,63.89
2026-06-09T08:07:07,68.21,4.82,105.06,63.88
2026-06-09T08:07:08,68.02,4.86,107.8,63.92
2026-06-09T08:07:09,67.95,4.91,108.32,63.96
2026-06-09T08:07:10,68.05,4.9,106.34,63.98
2026-06-09T08:07:11,68.1,4.91,107.04,64.01
2026-06-09T08:07:12,67.91,4.89,105.05,64.02
2026-06-09T08:07:13,67.88,4.86,104.13,64.01
2026-06-09T08:07:14,67.9,4.86,105.25,64.04
2026-06-09T08:07:15,67.98,4.84,105.81,64.05
2026-06-09T08:07:16,67.9,4.85,107.13,64.0
2026-06-09T08:07:17,68.0,4.8,107.94,63.97
2026-06-09T08:07:18,67.88,4.82,108.4,63.96
2026-06-09T08:07:19,67.85,4.77,110.05,63.99
2026-06-09T08:07:20,67.92,4.77,108.17,64.02
2026-06-09T08:07:21,67.92,4.72,108.73,63.98
2026-06-09T08:07:22,67.73,4.73,109.0,63.94
2026-06-09T08:07:23,67.72,4.76,110.67,63.91
2026-06-09T08:07:24,67.65,4.77,113.0,63.96
2026-06-09T08:07:25,67.82,4.72,114.88,63.97
2026-06-09T08:07:26,67.71,4.72,114.05,63.93
2026-06-09T08:07:27,67.58,4.67,112.95,63.96
2026-06-09T08:07:28,67.64,4.63,115.8,63.92
2026-06-09T08:07:29,67.6,4.64,116.14,63.96
2026-06-09T08:07:30,67.62,4.69,114.56,63.94
2026-06-09T08:07:31,67.67,4.65,117.02,63.96
2026-06-09T08:07:32,67.54,4.7,119.95,63.98
2026-06-09T08:07:33,67.43,4.71,120.42,64.01
2026-06-09T08:07:34,67.6,4.76,122.72,64.05
2026-06-09T08:07:35,67.79,4.77,125.62,64.04
2026-06-09T08:07:36,67.73,4.76,126.88,64.07
2026-06-09T08:07:37,67.54,4.77,127.31,64.11
2026-06-09T08:07:38,67.62,4.73,129.96,64.07
2026-06-09T08:07:39,67.62,4.71,127.09,64.09
2026-06-09T08:07:40,67.54,4.73,125.05,64.14
2026-06-09T08:07:41,67.63,4.75,124.35,64.11
2026-06-09T08:07:42,67.82,4.72,124.82,64.13
2026-06-09T08:07:43,67.85,4.73,122.52,64.11
2026-06-09T08:07:44,67.76,4.78,123.17,64.08
2026-06-09T08:07:45,67.64,4.79,124.9,64.1
2026-06-09T08:07:46,67.78,4.82,122.65,64.08
2026-06-09T08:07:47,67.89,4.84,119.79,64.07
2026-06-09T08:07:48,67.93,4.8,120.95,64.04
2026-06-09T08:07:49,68.12,4.79,117.96,64.04
2026-06-09T08:07:50,68.23,4.79,119.92,64.0
2026-06-09T08:07:51,68.04,4.82,119.17,64.03
2026-06-09T08:07:52,67.95,4.86,116.86,64.01
2026-06-09T08:07:53,68.09,4.91,115.82,64.01
2026-06-09T08:07:54,68.12,4.87,117.24,64.05
2026-06-09T08:07:55,68.1,4.9,119.12,64.04
2026-06-09T08:07:56,68.24,4.93,116.37,64.08
2026-06-09T08:07:57,68.13,4.97,118.54,64.11
2026-06-09T08:07:58,68.28,4.99,118.96,64.11
2026-06-09T08:07:59,68.23,4.95,120.06,64.08
